Unit MaStR Number,Postal Code,Longitude,Latitude,Gross Power (kW),Net Rated Power (kW),Generation MaStR Number,Name of Wind Farm,Location,Hub Height (m),Rotor Diameter (m),EEG MaStR Number,Date of Final Decommissioning,North Sea Cluster,Baltic Sea Cluster
SEE911886075610,16307,14.385645,53.321997,3450,3450,SGE942879861422,SD Sch??nfeld,888,141.5,117,EEG974339977855,,,
SEE939104401379,17498,13.371248,54.059593,3075,3075,SGE982693359194,Repowering WP Helmshagen,888,94,112,EEG995259876004,,,
SEE919686179385,,13.15935,54.988304,3780,3780,SGE995495472107,Baltic 2,889,78.25,120,EEG985600457310,,,1542
SEE999042729010,16307,14.391059,53.321351,3450,3450,SGE942879861422,SD Sch??nfeld,888,141.5,117,EEG933138190575,,,
SEE966700573957,,13.162278,54.982563,3780,3780,SGE954681027880,Baltic 2,889,78.25,120,EEG962654884149,,,1542
SEE922650741815,,13.164938,54.976883,3780,3780,SGE930287071243,Baltic 2,889,78.25,120,EEG961854210963,,,1542
SEE998207440906,38836,10.82945,51.993038,2000,2000,SGE958164603530,Windpark Druiberg,888,114,70,EEG924397878779,,,
SEE960411820539,16307,14.389506,53.318628,3450,3450,SGE942879861422,SD Sch??nfeld,888,141.5,117,EEG995755293398,,,
SEE962498737984,,13.167606,54.971176,3780,3780,SGE942111205618,Baltic 2,889,78.25,120,EEG963320173512,,,1542
SEE941113496987,49744,7.202219,52.590731,600,600,,??ko-Energie Ralf Otten,888,50,43,EEG951365494426,,,
SEE970463963405,,13.17013,54.965517,3780,3780,SGE961544964930,Baltic 2,889,78.25,120,EEG972553310229,,,1542
SEE931740866543,16307,14.393061,53.315662,3450,3450,SGE942879861422,SD Sch??nfeld,888,141.5,117,EEG965176042196,,,
SEE970821111295,76879,8.257136,49.171414,3300,3300,SGE995440604904,CEE Windpark Gollenberg,888,137,126,EEG942318138665,,,
SEE904609862451,52525,6.109083,51.015222,2400,2400,SGE993884320404,Windpark Euregio-Fonds Nr. 9 GmbH ??? Co. KG,888,120,117,EEG977373257136,,,
SEE952614213638,,13.16192,55.007122,3780,3780,SGE951517364140,Baltic 2,889,78.25,120,EEG912584046964,,,1542
SEE990863138883,,13.164424,55.00166,3780,3780,SGE925005798113,Baltic 2,889,78.25,120,EEG972217700649,,,1542
SEE996014864304,55129,8.245619,49.942011,4200,4200,SGE950716312426,Windpark Mainz-Hechtsheim,888,159,141,EEG905201084111,,,
SEE905025349632,,13.166861,54.996278,3780,3780,SGE964987066803,Baltic 2,889,78.25,120,EEG920453769807,,,1542
SEE994620502054,,13.169378,54.990885,3780,3780,SGE910130625595,Baltic 2,889,78.25,120,EEG965232693041,,,1542
SEE974597472147,,13.171893,54.985494,3780,3780,SGE998048200905,Baltic 2,889,78.25,120,EEG968032116000,,,1542
SEE975121040627,,13.174656,54.980184,3780,3780,SGE991868506295,Baltic 2,889,78.25,120,EEG997893064434,,,1542
SEE998419181765,52531,6.150409,50.928277,750,750,SGE966399902175,Windpark Euregio-Fonds Nr. 9 GmbH ??? Co. KG,888,73.9,52,EEG940354974377,,,
SEE994718550226,69483,8.837789,49.543153,3450,3450,SGE904314127418,STI,888,149,126,EEG930191859357,,,
SEE942841114884,52531,6.152405,50.926924,750,750,SGE966399902175,Windpark Euregio-Fonds Nr. 9 GmbH ??? Co. KG,888,73.9,52,EEG972144596803,,,
SEE931537779179,52146,6.201666,50.840168,2300,2300,SGE976070172261,Windpark W??rselen-Broichweiden,888,98.4,82,EEG964986978046,,,
SEE914388390403,27337,9.1218,52.910182,3300,3300,SGE969540847370,Windpark Blender,888,94,112,EEG950994556314,,,
SEE901253944632,6406,11.827196,51.75816,2400,2400,SGE959486601235,WP Baa1,888,141,117,EEG981205403080,,,
SEE929361281517,69483,8.841109,49.542096,3450,3450,SGE904314127418,STI,888,149,126,EEG902670723831,,,
SEE938386602337,27337,9.121881,52.907143,3300,3300,SGE969540847370,Windpark Blender,888,94,112,EEG986789375853,,,
SEE934228031297,26683,7.731072,53.064116,3000,3000,SGE929404325741,Windpark Saterland,888,135.4,101,EEG927610499089,,,
SEE991619890222,59399,7.322489,51.723255,3000,3000,SGE928539375584,BWP Olfen,888,149.08,115.71,EEG917283083296,,,
SEE974164077775,27337,9.121946,52.903916,3300,3300,SGE969540847370,Windpark Blender,888,94,112,EEG920347235388,,,
SEE931012684356,6406,11.837185,51.76328,2400,2400,SGE959486601235,WP Baa1,888,141,117,EEG916513024290,,,
SEE904202146064,,13.176893,54.974762,3780,3780,SGE928783567216,Baltic 2,889,78.25,120,EEG997873871854,,,1542
SEE944402383067,,13.179463,54.969265,3780,3780,SGE976507183303,Baltic 2,889,78.25,120,EEG902631875784,,,1542
SEE986911415877,16269,14.077778,52.678611,3450,3450,SGE988232857312,Windpark Wriezen/L??dersdorf,888,94,112,EEG944864913666,,,
SEE911149742365,,13.172878,55.00741,3780,3780,SGE969235115418,Baltic 2,889,78.25,120,EEG912744244469,,,1542
SEE919065626882,38836,10.832292,51.992381,2000,2000,SGE935728019839,Windpark Druiberg,888,114,70,EEG943580445994,,,
SEE994615838397,,13.175598,55.0017,3780,3780,SGE993118160295,Baltic 2,889,78.25,120,EEG963706033706,,,1542
SEE920608663851,,13.178256,54.996055,3780,3780,SGE959833659599,Baltic 2,889,78.25,120,EEG964325278899,,,1542
SEE930623307173,,13.180887,54.990405,3780,3780,SGE967823230635,Baltic 2,889,78.25,120,EEG942316319363,,,1542
SEE994452534155,6406,11.829078,51.761625,2400,2400,SGE954640543802,WP Baa2,888,141,117,EEG956436645059,,,
SEE930888384841,,13.183523,54.984763,3780,3780,SGE956029658664,Baltic 2,889,78.25,120,EEG947664444798,,,1542
SEE908255683705,,13.186165,54.979119,3780,3780,SGE917776362853,Baltic 2,889,78.25,120,EEG958666184698,,,1542
SEE985243229510,,13.188881,54.973542,3780,3780,SGE992857457901,Baltic 2,889,78.25,120,EEG906401382731,,,1542
SEE949782473957,69483,8.835218,49.538742,3450,3450,SGE904314127418,STI,888,149,126,EEG927155325348,,,
SEE947222532851,76863,8.251491,49.171873,3300,3300,SGE941303612067,CEE Windpark Gollenberg,888,137,126,EEG930338392495,,,
SEE914435154972,32758,8.81988,51.96781,2000,2000,SGE904583774832,Windpark Nienhagen,888,98,70,EEG924119305514,,,
SEE987859055736,69483,8.828638,49.535161,3450,3450,SGE904314127418,STI,888,149,126,EEG968278315878,,,
SEE919204434392,69483,8.835727,49.535576,3450,3450,SGE904314127418,STI,888,149,126,EEG942904597142,,,
SEE965870517419,,13.184191,55.007683,3780,3780,SGE918638182350,Baltic 2,889,78.25,120,EEG940633275973,,,1542
SEE962182508333,,13.186878,55.001589,3780,3780,SGE987193076695,Baltic 2,889,78.25,120,EEG904562768906,,,1542
SEE917538408263,36369,9.27591,50.615547,3050,3050,SGE994625994632,Windpark Dirlammen,888,135.4,101,EEG913855483228,,,
SEE946575633970,,13.189822,54.995461,3780,3780,SGE967162930906,Baltic 2,889,78.25,120,EEG907600071662,,,1542
SEE901283465015,38836,10.835156,51.991792,2000,2000,SGE992794715683,Windpark Druiberg,888,114,70,EEG950058114566,,,
SEE910186359178,,13.192647,54.98946,3780,3780,SGE976293368984,Baltic 2,889,78.25,120,EEG986173217202,,,1542
SEE945851284479,90616,10.64862,49.424349,3300,3300,SGE976760915772,Windpark Neuhof,888,137,126,EEG919757072768,,,
SEE949147141446,,13.195383,54.983304,3780,3780,SGE963619635516,Baltic 2,889,78.25,120,EEG927134653165,,,1542
SEE977112241112,,13.198218,54.977252,3780,3780,SGE989082717399,Baltic 2,889,78.25,120,EEG983912674692,,,1542
SEE939799189361,36369,9.267443,50.603129,2300,2300,SGE920106453138,Windpark Dirlammen,888,138,82,EEG939125224728,,,
SEE992578529895,,13.195248,55.007864,3780,3780,SGE910586838440,Baltic 2,889,78.25,120,EEG921259431073,,,1542
SEE990434581919,,13.198269,55.001275,3780,3780,SGE943364038671,Baltic 2,889,78.25,120,EEG953460897010,,,1542
SEE991437524194,36369,9.262009,50.599185,2300,2300,SGE920106453138,Windpark Dirlammen,888,138,82,EEG911250837417,,,
SEE905159407185,,13.201473,54.994479,3780,3780,SGE937585095322,Baltic 2,889,78.25,120,EEG966112880292,,,1542
SEE912288153722,54497,7.105327,49.828134,4200,4200,SGE964471005769,Windpark Morbach,888,159,141,EEG998037474096,,,
SEE950557314832,33181,8.775983,51.555703,3450,3450,SGE980130602469,WP Eilerberg,888,149,126,EEG921918475851,,,
SEE914110442387,,13.204637,54.988005,3780,3780,SGE967843180552,Baltic 2,889,78.25,120,EEG995350414150,,,1542
SEE919020269239,,13.207671,54.981273,3780,3780,SGE999172633300,Baltic 2,889,78.25,120,EEG931677980824,,,1542
SEE994084245764,,13.20645,55.008089,3780,3780,SGE945700063897,Baltic 2,889,78.25,120,EEG998778451707,,,1542
SEE900674039613,,13.209153,55.002415,3780,3780,SGE902553998738,Baltic 2,889,78.25,120,EEG938770081069,,,1542
SEE950453714132,,13.211799,54.996736,3780,3780,SGE947793327405,Baltic 2,889,78.25,120,EEG914407887600,,,1542
SEE932857208165,54497,7.105998,49.83195,4200,4200,SGE973770514148,Windpark Morbach,888,159,141,EEG956666302722,,,
SEE973944897206,,13.214256,54.990935,3780,3780,SGE956932881319,Baltic 2,889,78.25,120,EEG901219401179,,,1542
SEE970135473362,,13.21706,54.985196,3780,3780,SGE911929211234,Baltic 2,889,78.25,120,EEG900223390189,,,1542
SEE919733414483,,13.217508,55.008279,3780,3780,SGE999564241533,Baltic 2,889,78.25,120,EEG906233860780,,,1542
SEE950402795489,54497,7.114934,49.827445,4200,4200,SGE935991745671,Windpark Morbach,888,159,141,EEG972891064914,,,
SEE944166387370,,13.21967,55.003331,3780,3780,SGE903494460889,Baltic 2,889,78.25,120,EEG935327353570,,,1542
SEE945824674429,,13.222191,54.998391,3780,3780,SGE930382228382,Baltic 2,889,78.25,120,EEG924016071178,,,1542
SEE997662780664,33181,8.781999,51.555268,3450,3450,SGE980130602469,WP Eilerberg,888,149,126,EEG928238489452,,,
SEE998422061481,54497,7.109132,49.836805,4200,4200,SGE904038663636,Windpark Morbach,888,159,141,EEG945357028645,,,
SEE925690458347,,13.224438,54.993491,3780,3780,SGE925432770461,Baltic 2,889,78.25,120,EEG982223374031,,,1542
SEE924910637333,54497,7.115527,49.832942,4200,4200,SGE904038663636,Windpark Morbach,888,159,141,EEG939544001092,,,
SEE940449103583,,13.228568,55.008576,3780,3780,SGE939863527655,Baltic 2,889,78.25,120,EEG971771246150,,,1542
SEE973409353896,54497,7.119586,49.837298,4200,4200,SGE904038663636,Windpark Morbach,888,159,141,EEG918620576266,,,
SEE966224671047,,13.231569,55.002128,3780,3780,SGE900207600037,Baltic 2,889,78.25,120,EEG948067547598,,,1542
SEE956047619944,54497,7.11777,49.841794,4200,4200,SGE904038663636,Windpark Morbach,888,159,141,EEG945606641182,,,
SEE946055801677,67587,8.302,49.773,2350,2350,SGE985278266009,WP Wintersheim,888,138,92,EEG995096245919,,,
SEE920336030536,23769,11.248743,54.469023,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG997277729485,,,
SEE943740987111,23769,11.250509,54.466453,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG974378938589,,,
SEE916393411005,47624,6.161203,51.563386,3000,3000,SGE944436867908,WP Rietweyen Kevelaer-Twisteden,888,134,131,EEG936150845355,,,
SEE994092849404,96369,11.419792,50.19004,600,600,,Weissenbrunn,888,70,48,EEG963678376931,,,
SEE911042020928,23769,11.252295,54.463863,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG953737643937,,,
SEE970072091056,23769,11.253879,54.461566,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG983904294396,,,
SEE912766311859,96369,11.420529,50.19217,600,600,,Weissenbrunn,888,70,48,EEG966514183915,,,
SEE995932031966,23769,11.254063,54.466291,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG967702475904,,,
SEE973772969458,25836,,,6,6,SGE915224839285,,888,19,6.8,EEG934330305231,,,
SEE985995377590,23769,11.256534,54.464366,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG968056500069,,,
SEE981673950680,23769,11.258847,54.462682,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG969725194404,,,
SEE910014611522,23769,11.253095,54.469465,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG915718175271,,,
SEE992902106396,23769,11.256715,54.468037,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG933089756066,,,
SEE978057276016,23769,11.25975,54.46647,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG901214956797,,,
SEE909720099809,23769,11.262116,54.464695,2300,2300,SGE917684103111,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG993867721501,,,
SEE924929284917,23769,11.155282,54.274911,2300,2300,SGE991243438081,Windpark Klingenberg GmbH ??? Co.KG,888,64,70,EEG903221363667,,,
SEE917504628022,37181,9.778488,51.644985,3000,3000,SGE975519246143,Windpark Lichtenborn,888,136,122,EEG981826350916,,,
SEE919872959753,59929,8.688302,51.444626,2300,2300,SGE970149669010,Windpark Windenergie Loh,888,138.38,82,EEG918134216481,,,
SEE980764068662,59929,8.683397,51.450557,2300,2300,SGE970149669010,Windpark Windenergie Loh,888,138.38,82,EEG994963498212,,,
SEE934041671984,23730,10.89073,54.147964,2000,2000,SGE963775669769,Windpark Schashagen,888,,100,EEG930721215851,,,
SEE916436566570,39397,11.227066,51.918772,2000,2000,SGE932893139980,Windpark Gr??ningen 1. KG,888,95,90,EEG963761788184,,,
SEE916402762685,23730,10.886659,54.143496,2050,2050,SGE926144561651,Windpark Schashagen,888,,92,EEG985631089658,,,
SEE997016584306,93177,,,1,1,,Eigene Anlage,888,10,3.2,EEG939631005170,,,
SEE914919367799,49497,7.805344,52.338626,2000,2000,SGE967332070647,B??rgerwind Mettingen,888,100,100,EEG946418191698,,,
SEE965012513293,49497,7.800576,52.341257,2000,2000,SGE967332070647,B??rgerwind Mettingen,888,100,100,EEG918922495708,,,
SEE960054628349,49497,7.790819,52.340537,2000,2000,SGE967332070647,B??rgerwind Mettingen,888,100,100,EEG910156981361,,,
SEE988744484358,95131,,,1.6,1.6,,MK Windkraft,888,10,1,EEG961175576465,,,
SEE963031535388,76863,8.239782,49.166003,3300,3300,SGE991833554986,CEE Windpark Gollenberg,888,137,126,EEG926713502092,,,
SEE991792221868,27324,9.291444,52.791176,3450,3450,SGE943735165340,H??melhausen,888,137,126,EEG909406427643,,,
SEE963715092084,25899,8.842226,54.811672,4200,4200,SGE938735495979,S??d-West Windpark,888,91,118,EEG904398148583,,,
SEE927804629247,76863,8.239301,49.170525,3300,3300,SGE977628743544,CEE Windpark Gollenberg,888,137,126,EEG946023925701,,,
SEE986836375942,31592,9.058868,52.557882,1000,1000,SGE953532132353,Windpark Stolzenau Nr. 12 GmbH ??? Co. KG,888,70,60,EEG935132575631,,,
SEE924402865992,29643,9.758698,53.050227,2000,2000,SGE906098500852,CEE Windpark Gilmerdingen,888,123,97,EEG947795890716,,,
SEE992661979637,31592,9.064511,52.555964,1000,1000,SGE979365717475,Windpark Stolzenau Nr. 12 GmbH ??? Co. KG,888,70,60,EEG941887424032,,,
SEE918674497760,35789,8.418535,50.452893,2780,2780,SGE965485322675,Windpark Buhlenberg,888,139,120,EEG909316749774,,,
SEE923903257930,54611,6.420114,50.366772,1000,1000,SGE925290841679,pws Power WindSun GmbH,888,68.5,62,EEG990278110757,,,
SEE955032180520,29643,9.749495,53.046006,2000,2000,SGE906098500852,CEE Windpark Gilmerdingen,888,123,97,EEG968075329122,,,
SEE975957501132,92272,12.021667,49.499722,3450,3450,SGE907529378583,Freudenberg,888,140,112,EEG905639454944,,,
SEE923592355610,35789,8.422491,50.451493,2780,2780,SGE993805211804,Windpark Buhlenberg,888,139,120,EEG926295005219,,,
SEE995705797563,54611,6.434389,50.339569,1000,1000,SGE925290841679,pws Power WindSun GmbH,888,70,60,EEG981463189856,,,
SEE957356169526,35647,8.42589,50.449944,2780,2780,SGE996156136635,Windpark Buhlenberg,888,139,120,EEG959018139601,,,
SEE987897502247,54611,6.434542,50.341214,1000,1000,SGE920630210597,pws Power WindSun GmbH,888,70,60,EEG956012436347,,,
SEE930229215896,99718,10.908361,51.289995,3300,3300,SGE991540461171,,888,140,112,EEG935664501993,,,
SEE952459018474,41812,6.404792,51.067444,1000,1000,SGE997346363992,Windpark Erkelenz Nr. 14 GmbH ??? Co. KG,888,70,60,EEG964229591865,8/16/2023,,
SEE946945805259,29643,9.762526,53.042283,2000,2000,SGE906098500852,CEE Windpark Gilmerdingen,888,123,97,EEG953320023924,,,
SEE980177259701,23730,10.904038,54.147953,3050,3050,SGE953178902280,BEG,888,99,101,EEG902435767995,,,
SEE974018346903,99718,10.916315,51.292926,3300,3300,SGE991540461171,Windpark Kirchengel,888,140,112,EEG905153915877,,,
SEE904000278646,91281,11.651111,49.740833,2400,2400,SGE990636583704,Neuzirkendorf,888,141,117,EEG909719506356,,,
SEE950434801165,29643,9.754217,53.04817,2000,2000,SGE973757414447,CEE Windpark Gilmerdingen,888,123,97,EEG977662533149,,,
SEE907435590215,99718,10.91334,51.291757,3300,3300,SGE991540461171,Windpark Kirchengel,888,140,112,EEG942784438382,,,
SEE901243986062,29643,9.758266,53.046841,2000,2000,SGE973757414447,CEE Windpark Gilmerdingen,888,123,97,EEG944732428889,,,
SEE988972861358,29643,9.761078,53.044755,2000,2000,SGE973757414447,CEE Windpark Gilmerdingen,888,123,97,EEG937096536970,,,
SEE957286712106,24616,9.859304,54.011945,2400,2400,SGE985497628640,Windpark Willenscharen-Brokstedt,888,,117,EEG948669385673,,,
SEE986542336350,25582,9.547076,54.029596,3300,3300,SGE959233139684,WKN Windkraft Nord GmbH ??? Co. Windpark Looft KG,888,94,112,EEG907727572110,,,
SEE978927158909,91249,,,0.6,0.6,,,888,,1.54,EEG976431497026,,,
SEE910704598065,31311,10.123155,52.398163,3300,3300,SGE972718348463,Schw??blingsen I,888,140,112,EEG970699282899,,,
SEE916621028036,38836,10.838334,51.991005,2000,2000,SGE992794715683,Windpark Druiberg,888,114,70,EEG979062687217,,,
SEE916932803926,36132,9.734543,50.787827,3000,3000,SGE904242673551,Buchenau Wind GmbH ??? Co. KG,888,149.08,115.71,EEG948767579714,,,
SEE968725527236,25582,9.542067,54.035335,3300,3300,SGE951168111322,WKN Windkraft Nord GmbH ??? Co. Windpark Looft KG,888,94,112,EEG942087736208,,,
SEE984037641187,49584,7.620641,52.510247,4200,4200,SGE911206412217,ENP Windpark F??rstenau Eins,888,129,141,EEG973100172765,,,
SEE996440337816,25582,9.546616,54.032906,3300,3300,SGE930275785312,WKN Windkraft Nord GmbH ??? Co. Windpark Looft KG,888,94,112,EEG910481055492,,,
SEE900816008866,25582,9.546616,54.032906,3300,3300,SGE992554479480,WKN Windkraft Nord GmbH ??? Co. Windpark Looft KG,888,94,112,EEG983045905175,,,
SEE933157250397,25582,9.535004,54.036976,3300,3300,SGE917303082179,WKN Windkraft Nord GmbH ??? Co. Windpark Looft KG,888,94,112,EEG903664877493,,,
SEE946421122887,16269,14.067425,52.695587,3450,3450,SGE975840165625,CEE Windpark L??dersdorf,888,140,112,EEG975621928579,,,
SEE981876045305,16269,14.074148,52.680653,3450,3450,SGE978352775337,CEE Windpark L??dersdorf,888,140,112,EEG951270514233,,,
SEE939195148368,92533,12.178022,49.568728,3600,3600,SGE932105556338,Feistelberg,888,134,131,EEG923409261141,,,
SEE983873854720,92533,12.176047,49.563956,3600,3600,SGE991433084067,Feistelberg,888,134,131,EEG986314475218,,,
SEE956509200949,92533,12.164847,49.564139,3600,3600,SGE975929452929,Feistelberg,888,134,131,EEG909104179110,,,
SEE976535922356,27628,8.657048,53.396804,3050,3050,SGE956688620798,CEE Windpark Lohkamp,888,135.38,101,EEG917802179325,,,
SEE964477763960,27628,8.652603,53.39796,3000,3000,SGE956688620798,CEE Windpark Lohkamp,888,135.48,115.71,EEG979135463885,,,
SEE941864722137,27628,8.649522,53.401259,3000,3000,SGE956688620798,CEE Windpark Lohkamp,888,135.48,115.71,EEG954305130774,,,
SEE962224608229,27628,8.65535,53.40035,3000,3000,SGE956688620798,CEE Windpark Lohkamp,888,135.48,115.71,EEG969396935191,,,
SEE946707024560,55481,7.379481,49.969778,3300,3300,SGE911375730136,Metzenhausen,888,166,126,EEG996978678238,,,
SEE952483268005,26180,8.190044,53.278097,900,900,,,888,74,52.2,EEG908535991858,,,
SEE964293361265,72393,9.151525,48.36823,600,600,,Himmelberg,888,46,43,EEG954957063024,,,
SEE910758720955,26180,8.188242,53.276235,900,900,,Windpark Lehmden,888,74,52.2,EEG990281998106,,,
SEE965367662479,26180,8.185313,53.275192,900,900,,Windpark Lehmden,888,74,52.2,EEG949100274594,,,
SEE920713880228,72393,9.148994,48.370203,600,600,,Himmelberg,888,46,43,EEG936332407166,,,
SEE901015935328,48163,7.567198,51.897499,3230,3230,SGE934191977103,WEA Haus Tinnen,888,85,130,EEG950446342458,,,
SEE975257231616,55483,7.37215,50.01384,2300,2300,SGE917259742844,CEE Windpark Kappel-Faas,888,138.38,82,EEG948172128316,,,
SEE982731096739,33181,8.781067,51.550258,3450,3450,SGE980130602469,WP Eilerberg,888,149,126,EEG936092669859,,,
SEE910259836513,6682,11.940552,51.139025,2300,2300,SGE980511471288,WP Nessa,888,78.5,82,EEG912510763439,,,
SEE967630340794,33181,8.805391,51.549003,3300,3300,SGE980130602469,WP Eilerberg,888,149,126,EEG923289874257,,,
SEE987455505802,41812,6.404792,51.063372,1000,1000,SGE974695650478,Windpark Erkelenz Nr. 14 GmbH ??? Co. KG,888,70,60,EEG990248289001,9/20/2023,,
SEE930866134598,19357,11.831242,53.154506,3000,3000,SGE980639844681,Windpark Bl??then/Klockow,888,149,115,EEG917480512315,,,
SEE961547299053,36132,9.734425,50.783933,3000,3000,SGE948445695057,Buchenau Wind GmbH ??? Co. KG,888,149,115.71,EEG946636645539,,,
